business_name,business_category,address,city,latitude,longitude,business_avg_rating,total_reviews_count,reviewer_name,review_rating,review_text,review_date,price_per_person,meal_type,detailed_atmosphere_rating,detailed_food_rating,detailed_service_rating,price_numeric_avg,year,month,day_of_week,hour,clean_review_text,sentiment_score
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,K Janarthan,4,,2025-06-28 17:33:00,,,3,4,3,,2025,6,Saturday,17,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Ashmeth Fernando,1,Yearstday was my first time going into a barista tbh i never really liked going into restaurants the staff was more horrendous than Our last president it took like 40 mins just to get 2 drinks like they’re lit chilling in their kitchen and doing nothing worst first time ever,2025-06-27 02:26:00,,,1,1,1,,2025,6,Friday,2,yearstday was my first time going into a barista tbh i never really liked going into restaurants the staff was more horrendous than our last president it took like 40 mins just to get 2 drinks like theyre lit chilling in their kitchen and doing nothing worst first time ever,-0.114285714285714
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Thara Weerakoon,5,,2025-06-23 16:48:00,,,4.3,4.3,4.3,,2025,6,Monday,16,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Rayeez Ahamed,1,Any place on earth value for money should be there rather by tase or quantity this place miss the both specially staff need to be trained.,2025-06-15 15:15:00,"Rs 5,000+",Dinner,3,3,1,5000,2025,6,Sunday,15,any place on earth value for money should be there rather by tase or quantity this place miss the both specially staff need to be trained,0.357142857142857
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Davindri Peiris,5,"The most friendly and attentive crew
A must visit venue for an evening coffee!",2025-06-03 14:41:00,"Rs 3,500–4,000",Other,5,5,5,3750,2025,6,Tuesday,14,"the most friendly and attentive crew
a must visit venue for an evening coffee",0.425
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Avashik,3,,2025-05-28 15:59:00,,,4.3,4.3,4.3,,2025,5,Wednesday,15,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Imesha_Wijekoon,5,,2025-05-27 14:19:00,,,4.3,4.3,4.3,,2025,5,Tuesday,14,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Dinith chamara Pathirana,5,"Absolutely outstanding service! If you’re looking for a truly authentic coffee experience in Dehiwala, Barista is the place to be. The atmosphere is warm and welcoming, the staff are friendly and attentive, and the coffee is consistently rich, bold, and full of flavour. Whether you’re grabbing a quick espresso or relaxing with a cappuccino and a good book, this spot never disappoints. Highly recommended for any coffee lover",2025-05-26 02:42:00,,,5,5,5,,2025,5,Monday,2,absolutely outstanding service if youre looking for a truly authentic coffee experience in dehiwala barista is the place to be the atmosphere is warm and welcoming the staff are friendly and attentive and the coffee is consistently rich bold and full of flavour whether youre grabbing a quick espresso or relaxing with a cappuccino and a good book this spot never disappoints highly recommended for any coffee lover,0.420606060606061
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Rohan Eric Samuel,3,Very slow service!,2025-05-25 17:29:00,"Rs 2,500–3,000",,2,3,1,2750,2025,5,Sunday,17,very slow service,-0.39
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Abdul Maajid,5,"A great place to relax and work.
Staff is very helpful and friendly.",2025-05-24 11:04:00,,,5,5,5,,2025,5,Saturday,11,"a great place to relax and work
staff is very helpful and friendly",0.458333333333333
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Pabodha Harshana,4,"Barista is always good, but this one doesn't have more parking slots",2025-05-23 09:39:00,,,3,5,4,,2025,5,Friday,9,barista is always good but this one doesnt have more parking slots,0.6
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Ashwin Sandanakrishnan,1,"I've been to almost every Barista outlet in Colombo, and this was by far the worst food I've been served.  I walked in  around 11am last Saturday and ordered a Caramel Macchiato and a Chilli Chicken Rice.  The Rice that was served 20 minutes later was cold, sticky and had an odd smell to it.  The Chilli Chicken was lukewarm.  It was clear to me that this meal wasn't freshly prepared.  I tried to eat a few bites, but the off taste from the rice was too much.  When I walked to the counter and asked about this, the staff member said that the food was fresh and new, which was an obvious lie.  I was frustrated, as I was quite hungry.  My coffee was not ready either.  I asked my coffee to be served immediately, and left.  Very disappointed that standards have dropped at Barista.",2025-05-21 12:32:00,"Rs 2,000–2,500",Brunch,3,1,3,2250,2025,5,Wednesday,12,ive been to almost every barista outlet in colombo and this was by far the worst food ive been served  i walked in  around 11am last saturday and ordered a caramel macchiato and a chilli chicken rice  the rice that was served 20 minutes later was cold sticky and had an odd smell to it  the chilli chicken was lukewarm  it was clear to me that this meal wasnt freshly prepared  i tried to eat a few bites but the off taste from the rice was too much  when i walked to the counter and asked about this the staff member said that the food was fresh and new which was an obvious lie  i was frustrated as i was quite hungry  my coffee was not ready either  i asked my coffee to be served immediately and left  very disappointed that standards have dropped at barista,-0.200279106858054
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Shashika Silva,5,,2025-05-19 04:06:00,,,5,5,5,,2025,5,Monday,4,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Maneesha Withanage,4,,2025-05-15 12:37:00,,,5,4,5,,2025,5,Thursday,12,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Rebecca Moller,5,A lovely western style coffee shop in Dehiwala. Air conditioned and away from the hustle and bustle of the busy streets.,2025-05-15 04:41:00,"Rs 500–1,000",Other,5,4,5,750,2025,5,Thursday,4,a lovely western style coffee shop in dehiwala air conditioned and away from the hustle and bustle of the busy streets,0.2
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Senani Kumarihamy,2,,2025-05-13 16:15:00,,,4.3,4.3,4.3,,2025,5,Tuesday,16,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Sasansala I W D,1,"One of the worst café experiences I’ve ever had. The service was painfully slow and dull, like they couldn’t care less. We had to wait for a long time, only to be served food that was bland and disappointing. The dark hot chocolate? Absolutely awful— undrinkable. To make things worse, my friend got sick after eating here. This place is a complete letdown. Never again. ",2025-05-10 23:28:00,"Rs 3,000–3,500",,4.3,4.3,4.3,3250,2025,5,Saturday,23,one of the worst café experiences ive ever had the service was painfully slow and dull like they couldnt care less we had to wait for a long time only to be served food that was bland and disappointing the dark hot chocolate absolutely awful undrinkable to make things worse my friend got sick after eating here this place is a complete letdown never again,-0.320663265306123
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Hasindu Welihinda,5,,2025-05-06 13:55:00,,,4.3,4.3,4.3,,2025,5,Tuesday,13,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Devni Daulagala,2,"I am writing to express my disappointment with the service at this particular outlet. It’s my first time here and sad to say it wasn’t the greatest during my recent visit. Our order of five drinks was delayed by over 30 minutes, and only three were served without any clarification. Despite repeated follow-ups, we were kept waiting, and only after inquiring ourselves were we informed that the final drink could not be prepared due to a power failure which is understandable but not letting us know until a while and until we went and asked is unacceptable.

Additionally, the brownie cheesecake we ordered did not meet expectations, tasting more like a date cake. The drinks were really good.

As a regular customer, it is disheartening to encounter such poor service. I hope you will address these issues to improve the overall experience. Thank you",2025-04-27 13:13:00,"Rs 5,000+",Other,5,3,1,5000,2025,4,Sunday,13,"i am writing to express my disappointment with the service at this particular outlet its my first time here and sad to say it wasnt the greatest during my recent visit our order of five drinks was delayed by over 30 minutes and only three were served without any clarification despite repeated followups we were kept waiting and only after inquiring ourselves were we informed that the final drink could not be prepared due to a power failure which is understandable but not letting us know until a while and until we went and asked is unacceptable

additionally the brownie cheesecake we ordered did not meet expectations tasting more like a date cake the drinks were really good

as a regular customer it is disheartening to encounter such poor service i hope you will address these issues to improve the overall experience thank you",0.0397058823529412
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Dish75,5,"Barista Dehiwala is a lovely café with ample seating and convenient parking is a big plus in the area. I really enjoyed the variety of cakes and slices, there’s something for every sweet tooth. The latte i had was decent, though slightly on the bitter side for my taste buds but to be fair, I’m from Melbourne, where we’re pretty spoilt with top-tier coffee. Still, it’s a solid cup and definitely a good place for a relaxed coffee break. I like it and will be back!",2025-04-16 18:30:00,"Rs 3,500–4,000",Other,5,4,4,3750,2025,4,Wednesday,18,barista dehiwala is a lovely café with ample seating and convenient parking is a big plus in the area i really enjoyed the variety of cakes and slices theres something for every sweet tooth the latte i had was decent though slightly on the bitter side for my taste buds but to be fair im from melbourne where were pretty spoilt with toptier coffee still its a solid cup and definitely a good place for a relaxed coffee break i like it and will be back,0.241666666666667
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Conjuring,5,,2025-04-15 06:14:00,"Rs 2,500–3,000",Brunch,5,5,5,2750,2025,4,Tuesday,6,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Gayathri Mohandiramge,3,"Washrooms are not cleaned and extremely smelly.
Pointed it out to staff once but only to return to the same state a few weeks later, and noticed the seat covering too has come off!",2025-04-07 07:15:00,,,4.3,4.3,4.3,,2025,4,Monday,7,"washrooms are not cleaned and extremely smelly
pointed it out to staff once but only to return to the same state a few weeks later and noticed the seat covering too has come off",-0.065
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Hafsa Jameel,5,"Barista has always been my place to go whenever I want to have a peace and enjoy the calmness , they do have an area outdoor.
What I love the most is their barista blast and the croissants. Highly recommended for anyone who wants to grab that coffee and find some peace in ❤️",2025-04-02 17:50:00,"Rs 1,500–2,000",Other,5,5,5,1750,2025,4,Wednesday,17,"barista has always been my place to go whenever i want to have a peace and enjoy the calmness  they do have an area outdoor
what i love the most is their barista blast and the croissants highly recommended for anyone who wants to grab that coffee and find some peace in",0.352
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Pasindu Bhathiya (IT 2022 F 29),5,,2025-04-01 10:48:00,,,4.3,4.3,4.3,,2025,4,Tuesday,10,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Aziz _004,5,"I recently dined at the Barista in Hill Street, Dehiwala. It has plenty of seating both inside and outside, which is great for different preferences. However, the noise can get a bit high, making it less ideal if you're looking for a quiet place to work or relax. Overall, it's a good spot with a welcoming ambiance, though the parking is limited.",2025-03-24 21:53:00,"Rs 1,500–2,000",Dinner,5,5,5,1750,2025,3,Monday,21,i recently dined at the barista in hill street dehiwala it has plenty of seating both inside and outside which is great for different preferences however the noise can get a bit high making it less ideal if youre looking for a quiet place to work or relax overall its a good spot with a welcoming ambiance though the parking is limited,0.211082251082251
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Thilina Fernando,1,Service was very late,2025-03-24 05:44:00,,Breakfast,4,3,1,,2025,3,Monday,5,service was very late,-0.39
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Sithara Vithana,5,Everything is fantastic across the board. No better place to chill in Dehiwala if you want somewhere away from the beach.,2025-03-13 06:11:00,"Rs 2,500–3,000",Dinner,5,5,5,2750,2025,3,Thursday,6,everything is fantastic across the board no better place to chill in dehiwala if you want somewhere away from the beach,0.075
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,M N,5,"Love love loveee this branch. Best staff. Amazing food, nice atmosphere. Highly recommended!",2025-02-26 15:36:00,"Rs 5,000+",,5,5,5,5000,2025,2,Wednesday,15,love love loveee this branch best staff amazing food nice atmosphere highly recommended,0.56
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,TUAN WAZEER HAMED,1,Event though they have many staffs still the service is very late and poor,2025-02-26 12:59:00,,,1,1,1,,2025,2,Wednesday,12,event though they have many staffs still the service is very late and poor,-0.0966666666666667
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Uththara Ariyarathna,5,Very cool & good place. All are good.,2025-02-10 09:33:00,"Rs 4,500–5,000",Brunch,5,5,5,4750,2025,2,Monday,9,very cool  good place all are good,0.618333333333333
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,M Z,5,"Compared to Barista, I preferred this outlet. Everything was good—the chocolate cake was delicious, and the coffee was enjoyable.

The atmosphere was pleasant, with a few people working on their laptops. It was quiet and well-organized, with separate sections instead of tables being scattered everywhere.

There’s also an outdoor seating area, likely for smokers.",2025-02-09 14:30:00,,Brunch,5,5,5,,2025,2,Sunday,14,"compared to barista i preferred this outlet everything was goodthe chocolate cake was delicious and the coffee was enjoyable

the atmosphere was pleasant with a few people working on their laptops it was quiet and wellorganized with separate sections instead of tables being scattered everywhere

theres also an outdoor seating area likely for smokers",0.338888888888889
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Arquib Ismail,2,"Very slow service. 1 hour wait for 2 x Mocha Frappe is ridiculous. They asked us to ""bill later"" after 20 mins probably to game some KPI.",2025-02-08 13:15:00,"Rs 1,500–2,000",Other,3,3,1,1750,2025,2,Saturday,13,very slow service 1 hour wait for 2 x mocha frappe is ridiculous they asked us to bill later after 20 mins probably to game some kpi,-0.280833333333333
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Hasanka Sumanasekara,4,"I recently dined at the Barista in Dehiwala. There’s plenty of seating both inside and outside, which is great for different preferences. However, at times, the noise level can be a bit high, which might not be ideal if you’re looking for a quiet space to work or relax. Overall, a good place with a welcoming ambiance! Limited parking slot available.",2025-02-04 13:45:00,"Rs 2,500–3,000",Brunch,5,5,4,2750,2025,2,Tuesday,13,i recently dined at the barista in dehiwala theres plenty of seating both inside and outside which is great for different preferences however at times the noise level can be a bit high which might not be ideal if youre looking for a quiet space to work or relax overall a good place with a welcoming ambiance limited parking slot available,0.262597402597403
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Nelee Shennon,5,,2025-02-03 15:39:00,,,4.3,4.3,4.3,,2025,2,Monday,15,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Maduni Kalpani,1,,2025-02-01 16:56:00,"Rs 4,000–4,500",Dinner,5,5,5,4250,2025,2,Saturday,16,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Aminath Nadha,1,"I have been a regular customer at Hillstreet Barista for the past one year. I go there weekly 5 times and have always enjoyed the atmosphere and food.

However, yesterday was quite disappointing. I visited at 5:30 PM, placed my order, and waited patiently.  6:15 PM, and my sandwich still hasn’t been served.

The delay is unacceptable, and it has definitely impacted my experience here. I went to the counter and asked for a refund of the sandwich and that its been almost an hour.. the person incharge at the moment gave back the money for the sandwich and did not even apologise..

I hope the management addresses such service issues to ensure a better experience for loyal customers like myself in the future.",2025-01-28 09:30:00,"Rs 500–1,000",Other,4,4,1,750,2025,1,Tuesday,9,"i have been a regular customer at hillstreet barista for the past one year i go there weekly 5 times and have always enjoyed the atmosphere and food

however yesterday was quite disappointing i visited at 530 pm placed my order and waited patiently  615 pm and my sandwich still hasnt been served

the delay is unacceptable and it has definitely impacted my experience here i went to the counter and asked for a refund of the sandwich and that its been almost an hour the person incharge at the moment gave back the money for the sandwich and did not even apologise

i hope the management addresses such service issues to ensure a better experience for loyal customers like myself in the future",0.0483333333333333
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Raqeeb Rifkhan,3,One of my favorite places to be. I would rate it higher if you could train your new employees how to use your transactions such as KOKO,2025-01-25 07:18:00,,,4.3,4.3,4.3,,2025,1,Saturday,7,one of my favorite places to be i would rate it higher if you could train your new employees how to use your transactions such as koko,0.221590909090909
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Acintya Jayawardena,2,"Not the first Barista I've been to, but undoubtedly the first to take half an hour to make a single hot chocolate. Employee states that a misplaced bill was the culprit, but I suspect the employees were spending more time bickering than working that afternoon.

Then we come to the small batallion of flies inhabiting this place, I don't think anyone would be too fond of them, and I found their relentless attempts to dive in to my drink particularly irritating.

The location is rather inviting and has some undeniable colonial charm, which is the only reasion this place deserves even two stars!",2025-01-24 11:43:00,"Rs 500–1,000",Other,4,4,2,750,2025,1,Friday,11,"not the first barista ive been to but undoubtedly the first to take half an hour to make a single hot chocolate employee states that a misplaced bill was the culprit but i suspect the employees were spending more time bickering than working that afternoon

then we come to the small batallion of flies inhabiting this place i dont think anyone would be too fond of them and i found their relentless attempts to dive in to my drink particularly irritating

the location is rather inviting and has some undeniable colonial charm which is the only reasion this place deserves even two stars",0.0161904761904762
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,Lahiru Madusanka,5,,2025-01-23 07:47:00,,Brunch,5,5,5,,2025,1,Thursday,7,,0
Barista Dehiwala,Cafe,"35 Hill St, Dehiwala-Mount Lavinia 10350, Sri Lanka",Dehiwala-Mount Lavinia,6.8512792,79.8678118,4.3,289,FM Service,2,If you serve espresso (or double espresso) you must give the guest small glass of cool water from the bottle. Espresso is always served with water in separate glass because it is a very strong coffee . Your prices match London Frankfurt and Paris so the Servis should also match!,2025-01-11 05:56:00,"Rs 500–1,000",Brunch,3,3,3,750,2025,1,Saturday,5,if you serve espresso or double espresso you must give the guest small glass of cool water from the bottle espresso is always served with water in separate glass because it is a very strong coffee  your prices match london frankfurt and paris so the servis should also match,0.165833333333333
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Dinushka Piumal,5,,2025-08-06 04:56:00,,,4.5,4.5,4.5,,2025,8,Wednesday,4,,0
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Nimesh Dushan,4,The service of the barista mount Lavinia its awesome and nice,2025-08-03 09:16:00,,Brunch,4.5,4,4,,2025,8,Sunday,9,the service of the barista mount lavinia its awesome and nice,0.8
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Nethma Jayawardena,5,"I come here quite regularly, love how convenient the location is to my place and work. The lunch options are decent too and so are the sandwiches. I come so often I got myself the tumbler which is surprisingly great in quality and I take it with me everywhere",2025-08-02 10:05:00,"Rs 1,000–1,500",Lunch,5,4,5,1250,2025,8,Saturday,10,i come here quite regularly love how convenient the location is to my place and work the lunch options are decent too and so are the sandwiches i come so often i got myself the tumbler which is surprisingly great in quality and i take it with me everywhere,0.488888888888889
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Vonara Jayasekara,5,,2025-07-27 12:17:00,"Rs 2,500–3,000",Brunch,5,5,5,2750,2025,7,Sunday,12,,0
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Nishedha Indraratne,5,,2025-07-27 09:39:00,,,4.5,4.5,4.5,,2025,7,Sunday,9,,0
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Nimesha Sewwandi,4,"I bought a slice of brownie cheesecake from Barista. It was very delicious, and I really loved it! If the sugar level could be slightly reduced, it would taste even better. Just one thing I wanted to mention: I ordered it for takeaway and was charged extra for the packaging. I personally feel that cost should be included, especially since Barista’s overall prices are already quite high. Just sharing my honest feedback with good intentions.",2025-07-23 06:20:00,"Rs 1,000–1,500",Other,4,4,4,1250,2025,7,Wednesday,6,i bought a slice of brownie cheesecake from barista it was very delicious and i really loved it if the sugar level could be slightly reduced it would taste even better just one thing i wanted to mention i ordered it for takeaway and was charged extra for the packaging i personally feel that cost should be included especially since baristas overall prices are already quite high just sharing my honest feedback with good intentions,0.317575757575758
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Koby Wulfjen,5,,2025-07-22 04:44:00,"Rs 500–1,000",Breakfast,5,5,5,750,2025,7,Tuesday,4,,0
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Priyanga K,5,Everything is good about this place. Staff is very pleasant and help full.,2025-07-21 05:15:00,,,5,5,5,,2025,7,Monday,5,everything is good about this place staff is very pleasant and help full,0.667777777777778
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Eran Alahakoon,4,"As always, the food is good. My main issue with this outlet is the seating,it’s honestly quite uncomfortable. The corner chairs are tough on the back, and the tables are too low, which makes it hard to get any real work done, especially considering they seem to target a working crowd. Compared to their other branches, this setup really falls short. The middle tables are a bit better, but again, the chairs aren't comfortable. Aesthetics matter, but so does comfort.",2025-07-16 13:46:00,,,2,5,5,,2025,7,Wednesday,13,as always the food is good my main issue with this outlet is the seatingits honestly quite uncomfortable the corner chairs are tough on the back and the tables are too low which makes it hard to get any real work done especially considering they seem to target a working crowd compared to their other branches this setup really falls short the middle tables are a bit better but again the chairs arent comfortable aesthetics matter but so does comfort,0.0913194444444445
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Frank Wright,2,Last time ever I will eat here. Yesterday a tomato cheese sandwich gave me violent reaction inc vomiting due to salmonia . There needs to be an urgent review of kitchen hygiene and handing of food with bare hands!,2025-07-16 03:22:00,,,2,1,3,,2025,7,Wednesday,3,last time ever i will eat here yesterday a tomato cheese sandwich gave me violent reaction inc vomiting due to salmonia  there needs to be an urgent review of kitchen hygiene and handing of food with bare hands,-0.21875
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Arjun Nathan,1,overly priced below average food with crappy service,2025-07-12 01:52:00,"Rs 5,000+",Brunch,3,1,1,5000,2025,7,Saturday,1,overly priced below average food with crappy service,-0.15
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,W,5,Barista Cafe in Mount Lavinia is a cozy little spot with a really friendly team. It’s got a relaxed vibe that makes it a great place to get some work done. Always a pleasant experience!,2025-07-06 07:31:00,"Rs 2,000–2,500",Breakfast,5,5,5,2250,2025,7,Sunday,7,barista cafe in mount lavinia is a cozy little spot with a really friendly team its got a relaxed vibe that makes it a great place to get some work done always a pleasant experience,0.304166666666667
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,emma,5,I am really happy with the way these employees treat customers... They welcomed me with great respect. Especially the one in the blue suit.. Thank you very much. And the food is delicious.,2025-07-04 15:56:00,"Rs 1,500–2,000",Dinner,5,5,5,1750,2025,7,Friday,15,i am really happy with the way these employees treat customers they welcomed me with great respect especially the one in the blue suit thank you very much and the food is delicious,0.476666666666667
Barista - Mount Lavinia,Cafe,"198 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",Dehiwala-Mount Lavinia,6.8425708,79.8665362,4.5,574,Tharanga Hewavithana,5,,2025-07-04 14:00:00,,,4.5,4.5,4.5,,2025,7,Friday,14,,0
